Marathi_Word,Frequency
वसतीस्थांना,1
संख्यावाढीत,1
दृष्टीनेही,1
संख्यावाढीच्या,1
शिकारींविरुद्ध,1
मोहामुळे,1
पैशाच्या,1
हाडांना,1
माणसांवर,1
बनण्याची,1
भीमाशंकरच्या,1
वाघांवरील,1
माणसांबाबतीत,1
खाऱ्यापाण्यामुळे,1
प्रतिकूल,1
सुंदरबनातील,1
सतावत,1
प्रश्ण,1
तेथिलच,1
सुंदरबनच्या,1
किस्से,1
वाघाकडून,1
औषधांमुळे,1
स्वरक्षणार्थ,1
टाळतो,1
माणसांशी,1
प्रकरणे,1
अधून,1
समाधानाची,1
हीसुद्धा,1
शौकासाठी,1
रक्तरंजीत,1
नाकारता,1
सपाटा,1
विष,1
वृद्धपणा,1
जखमांमुळे,1
साधता,1
येण्यात,1
औषधांविरुद्ध,1
त्याहीपेक्षा,1
गिऱ्हाइकांसाठी,1
थायलंडमधील,1
प्रत्यक्षदर्शींनी,1
कातडीची,1
शरीरांच्या,1
अनुभवावरून,1
आजवरच्या,1
दोषींना,1
भागांची,1
शरीराच्या,1
नपुंसकतेसाठी,1
शिश्न,1
वाघनख्यांना,1
मांडीची,1
रोगांवर,1
अनेकांचा,1
वापरचीनमध्ये,1
औषधातील,1
भक्ष्यामुळे,1
आयते,1
अत्यंसंस्कार,1
मृतदेहांना,1
पुर्वानुभव,1
शिकारीविरुद्ध,1
वाचवली,1
गेलीच,1
भीतीपोटी,1
वाघांसंबंधी,1
विकपीडियावरील,1
गोगटे,1
मार्डीकर,1
परांडे,1
पितांना,1
पाण्यामध्ये,1
आळस,1
दिसतच,1
दुष्परिणाम,1
निसर्गचक्राचे,1
जंगलतोडीने,1
जंगलावर,1
संपुष्टातच,1
स्वास्थाच्या,1
बिघडून,1
निसर्गचक्र,1
निसर्गसंपदेवर,1
अनियंत्रित,1
नसतील,1
क्षमतेमध्ये,1
भूषवतात,1
निसर्गसाखळीत,1
पुनर्जीवन,1
खेळवून,1
भक्ष्यांशी,1
भीमाशंकरचा,1
रुद्रप्रयागचा,1
लायरवेब,1
बिगकॅटकेअर,1
१कसोटी,1
८आकडेवारी,1
७विक्रम,1
४विराट,1
३एंडोर्समेंट्स,1
२व्यावसायिक,1
१वैयक्तिक,1
६क्रिकेट,1
५खेळाची,1
४आयपीएल,1
७क्र,1
६कसोटी,1
५परदेशी,1
४विक्रमांची,1
३एकदिवसीय,1
२तळागाळातून,1
१सुरुवातीची,1
२तरुणपणीची,1
प्राणीलपविलेले,1
प्राणीजंगली,1
राष्ट्रचिन्हेसस्तन,1
कुळभारतीय,1
प्रजातीप्राणीमार्जार,1
लेखचिंताजनक,1
फंड,1
फार्म्समध्ये,1
माओवादी,1
निर्णयात,1
वन्यजीवांबद्दल,1
उद्यानांच्या,1
उपद्रवामुळे,1
शिकारींच्या,1
याकडे,1
माफियांचे,1
४५००,1
संवर्धनात,1
शिकाऱ्यांनीच,1
हाडाच्या,1
ओढ,1
कुतूहल,1
आस्था,1
सामान्यजनांमध्ये,1
भांडणांमुळे,1
ऐकणाऱ्या,1
हकिकती,1
शिकारीच्याच,1
बघायचा,1
वन्यजीवांकडे,1
व्याघ्रप्रकल्पानंतर,1
राजस्थानात,1
जंगलांना,1
प्रकल्पाअंतर्गत,1
वन्यजीवसंवर्धन,1
व्याघ्रप्रकल्पाला,1
कायद्यामध्ये,1
लष्कराकडे,1
सोपवण्याचा,1
व्याघ्रगणनेचा,1
गिनीज,1
क्षेत्रफळपण,1
वाव,1
शास्त्रज्ञांपुढे,1
शिकारींचे,1
त्रुटींमुळे,1
सुव्यवस्थेच्या,1
खालवत्या,1
योजनांची,1
राहिल्याने,1
पाहणी,1
काटण्यात,1
९९६,1
५२२,1
बछडे,1
२४६१,1
छायाचित्रांमधून,1
सॉफ्टवेअरच्या,1
बिबट्यांची,1
७६६५१,1
कॅमेऱ्यांद्वारे,1
ट्रप,1
कमेरा,1
सर्वसर्वसमावेशक,1
आत्तापर्यंतची,1
रेकॉर्डस्,1
एडवर्डसच्या,1
गोलंदाजीने,1
इंग्लंडविरुद्धच्या,1
यशाने,1
पायाची,1
हाताची,1
पावित्र्यात,1
छाती,1
फळीतील,1
कौशल्यासह,1
खेळाची,1
रेटचा,1
षट्कारांसह,1
घडवताना,1
फलदायी,1
८२चा,1
बंगलोरला,1
चपळतेने,1
६३४,1
१३८पेक्षा,1
चॅलेंजर्सच्या,1
बेताचेस,1
२७९,1
अर्धशतकांचा,1
५५७,1
१२१चा,1
पदावर,1
बंगलोरच्या,1
गेलनंतर,1
ख्रिस,1
हालचालसुद्धा,1
फटक्याची,1
खेळीसाठी,1
ह्याबाबात,1
काहींनी,1
३१४,1
३१३,1
पंचांशी,1
उतावीळ,1
आक्रमकतेसाठी,1
मोडण्याची,1
वारसदार,1
तेंडूलकरबरोबर,1
शैलीमुळे,1
एकसारख्या,1
घेण्याचं,1
मारायचा,1
फलंदाजीबाबत,1
षटकार,1
घ्यायची,1
ज्याच्या,1
दोनने,1
तेंडूलकरपेक्षा,1
३०४,1
नीतितत्त्वे,1
एकाग्रता,1
बॉल,1
स्वीपर,1
स्वीपचा,1
विकेट,1
संघाचादेखील,1
फ्रंचायसीचाच,1
जेनींग्सच्या,1
कम,1
पुरस्कारासहित,1
